file,rec,timestamp,mac,target,event,rssi,ad_hex,name,uuids16,mfg_hex,mfg_company
old/hci_snoop_2018_01_01_12_06_26.cfa,2386,2018-01-01T12:08:34.316Z,f4:d0:00:00:02:1a,no,ADV_IND,-68,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 CE FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 CE FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2395,2018-01-01T12:08:34.836Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 9E 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 9E 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2428,2018-01-01T12:08:36.528Z,f4:db:00:00:02:37,no,ADV_IND,-90,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D5 0B 36 01 C4 04 A0 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D5 0B 36 01 C4 04 A0 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2442,2018-01-01T12:08:37.348Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 F6 B3 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 F6 B3 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2449,2018-01-01T12:08:37.707Z,f4:d0:00:00:02:1a,no,ADV_IND,-71,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 D1 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 D1 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2462,2018-01-01T12:08:38.552Z,f4:d0:00:00:02:1a,no,ADV_IND,-72,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 D2 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 D2 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2488,2018-01-01T12:08:39.885Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 88 0B 45 01 23 05 F9 B3 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 88 0B 45 01 23 05 F9 B3 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2495,2018-01-01T12:08:40.246Z,f4:d0:00:00:02:1a,no,ADV_IND,-68,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D4 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D4 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2518,2018-01-01T12:08:41.579Z,62:53:00:00:0f:1f,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 FA B3 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 FA B3 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2527,2018-01-01T12:08:41.939Z,f4:d0:00:00:02:1a,no,ADV_IND,-68,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D5 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D5 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2540,2018-01-01T12:08:42.460Z,f4:db:00:00:02:37,no,ADV_IND,-86,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 A6 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 A6 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2556,2018-01-01T12:08:43.276Z,62:53:00:00:0f:1f,no,ADV_IND,-82,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 FC B3 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 FC B3 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2564,2018-01-01T12:08:43.634Z,f4:d0:00:00:02:1a,no,ADV_IND,-69,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D7 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D7 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2574,2018-01-01T12:08:44.152Z,f4:db:00:00:02:37,no,ADV_IND,-87,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 A7 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 A7 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2581,2018-01-01T12:08:44.478Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D8 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 D8 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2613,2018-01-01T12:08:46.175Z,f4:d0:00:00:02:1a,no,ADV_IND,-71,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DA FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DA FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2619,2018-01-01T12:08:46.695Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AA 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AA 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2642,2018-01-01T12:08:47.867Z,f4:d0:00:00:02:1a,no,ADV_IND,-70,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DB FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DB FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2652,2018-01-01T12:08:48.388Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AC 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AC 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2668,2018-01-01T12:08:49.234Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AD 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 AD 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2675,2018-01-01T12:08:49.562Z,f4:d0:00:00:02:1a,no,ADV_IND,-70,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DD FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 DD FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2691,2018-01-01T12:08:50.407Z,f4:d0:00:00:02:1a,no,ADV_IND,-71,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 DE FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 DE FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2722,2018-01-01T12:08:51.774Z,f4:db:00:00:02:37,no,ADV_IND,-90,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 AF 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 AF 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2738,2018-01-01T12:08:52.587Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 05 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 05 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2740,2018-01-01T12:08:52.621Z,f4:db:00:00:02:37,no,ADV_IND,-90,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B0 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B0 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2746,2018-01-01T12:08:52.948Z,f4:d0:00:00:02:1a,no,ADV_IND,-69,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 E0 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 E0 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2755,2018-01-01T12:08:53.435Z,62:53:00:00:0f:1f,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 06 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 06 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2764,2018-01-01T12:08:53.797Z,f4:d0:00:00:02:1a,no,ADV_IND,-71,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 E1 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E7 0B 4A 01 90 04 E1 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2776,2018-01-01T12:08:54.316Z,f4:db:00:00:02:37,no,ADV_IND,-89,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B2 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B2 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2792,2018-01-01T12:08:55.129Z,62:53:00:00:0f:1f,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 08 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 08 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2802,2018-01-01T12:08:55.492Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 E3 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 E3 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2810,2018-01-01T12:08:55.979Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 09 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 09 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2814,2018-01-01T12:08:56.013Z,f4:db:00:00:02:37,no,ADV_IND,-83,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B3 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B3 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2821,2018-01-01T12:08:56.338Z,f4:d0:00:00:02:1a,no,ADV_IND,-66,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 E4 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 E4 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2852,2018-01-01T12:08:57.706Z,f4:db:00:00:02:37,no,ADV_IND,-84,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B5 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B5 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2868,2018-01-01T12:08:58.516Z,62:53:00:00:0f:1f,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 0B B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 23 05 0B B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2870,2018-01-01T12:08:58.552Z,f4:db:00:00:02:37,no,ADV_IND,-88,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B6 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B6 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2877,2018-01-01T12:08:58.878Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E6 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E6 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2886,2018-01-01T12:08:59.367Z,62:53:00:00:0f:1f,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 0C B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 0C B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,2895,2018-01-01T12:08:59.726Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E7 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E7 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2905,2018-01-01T12:09:00.248Z,f4:db:00:00:02:37,no,ADV_IND,-82,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B8 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 B8 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2921,2018-01-01T12:09:01.094Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B8 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 B8 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2929,2018-01-01T12:09:01.420Z,f4:d0:00:00:02:1a,no,ADV_IND,-72,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E9 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 E9 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2943,2018-01-01T12:09:02.267Z,f4:d0:00:00:02:1a,no,ADV_IND,-72,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 EA FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 EA FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2969,2018-01-01T12:09:03.639Z,f4:db:00:00:02:37,no,ADV_IND,-82,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BB 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BB 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,2984,2018-01-01T12:09:04.484Z,f4:db:00:00:02:37,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BC 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BC 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3005,2018-01-01T12:09:05.652Z,f4:d0:00:00:02:1a,no,ADV_IND,-72,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 ED FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 ED FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3033,2018-01-01T12:09:06.984Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 14 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 14 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3035,2018-01-01T12:09:07.022Z,f4:db:00:00:02:37,no,ADV_IND,-90,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BE 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 BE 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3049,2018-01-01T12:09:07.832Z,62:53:00:00:0f:1f,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 15 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 15 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3057,2018-01-01T12:09:08.192Z,f4:d0:00:00:02:1a,no,ADV_IND,-72,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F0 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F0 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3082,2018-01-01T12:09:09.561Z,f4:db:00:00:02:37,no,ADV_IND,-90,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C1 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C1 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3097,2018-01-01T12:09:10.376Z,62:53:00:00:0f:1f,no,ADV_IND,-81,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 17 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 17 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3100,2018-01-01T12:09:10.410Z,f4:db:00:00:02:37,no,ADV_IND,-85,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C2 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C2 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3106,2018-01-01T12:09:10.738Z,f4:d0:00:00:02:1a,no,ADV_IND,-66,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F2 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F2 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3155,2018-01-01T12:09:12.917Z,62:53:00:00:0f:1f,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 1A B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 1A B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3157,2018-01-01T12:09:12.948Z,f4:db:00:00:02:37,no,ADV_IND,-84,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D8 0B 36 01 C4 04 C4 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D8 0B 36 01 C4 04 C4 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3164,2018-01-01T12:09:13.274Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F5 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F5 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3175,2018-01-01T12:09:13.796Z,f4:db:00:00:02:37,no,ADV_IND,-84,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 C5 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 C5 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3183,2018-01-01T12:09:14.123Z,f4:d0:00:00:02:1a,no,ADV_IND,-67,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E9 0B 4A 01 91 04 F5 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E9 0B 4A 01 91 04 F5 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3192,2018-01-01T12:09:14.606Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 1B B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 1B B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3202,2018-01-01T12:09:14.970Z,f4:d0:00:00:02:1a,no,ADV_IND,-66,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F6 FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 91 04 F6 FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3211,2018-01-01T12:09:15.492Z,f4:db:00:00:02:37,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 C7 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 C7 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3215,2018-01-01T12:09:16.344Z,f4:db:00:00:02:37,no,ADV_IND,-82,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C8 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D6 0B 36 01 C4 04 C8 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3221,2018-01-01T12:09:22.232Z,62:53:00:00:0f:1f,no,ADV_IND,-80,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 23 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 23 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3224,2018-01-01T12:09:22.599Z,f4:d0:00:00:02:1a,no,ADV_IND,-70,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 FE FB 03 00,,FFF0,1B 00 00 00 1A 02 00 00 D0 F4 E8 0B 4A 01 90 04 FE FB 03 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3226,2018-01-01T12:09:23.084Z,62:53:00:00:0f:1f,no,ADV_IND,-82,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 24 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 87 0B 45 01 22 05 24 B4 05 00,0x0011
old/hci_snoop_2018_01_01_12_06_26.cfa,3228,2018-01-01T12:09:23.110Z,f4:db:00:00:02:37,no,ADV_IND,-89,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 CE 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D7 0B 36 01 C4 04 CE 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3238,2018-01-01T12:09:24.804Z,f4:db:00:00:02:37,no,ADV_IND,-88,02 01 06 03 02 F0 FF 15 FF 1B 00 00 00 37 02 00 00 DB F4 D8 0B 36 01 C4 04 D0 73 05 00,,FFF0,1B 00 00 00 37 02 00 00 DB F4 D8 0B 36 01 C4 04 D0 73 05 00,0x001B
old/hci_snoop_2018_01_01_12_06_26.cfa,3242,2018-01-01T12:09:25.624Z,62:53:00:00:0f:1f,no,ADV_IND,-79,02 01 06 03 02 F0 FF 15 FF 11 00 00 00 1F 0F 00 00 53 62 88 0B 45 01 22 05 26 B4 05 00,,FFF0,11 00 00 00 1F 0F 00 00 53 62 88 0B 45 01 22 05 26 B4 05 00,0x0011
